MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Current - Supply,Data Rate,DigiKey Programmable,Function,Grade,Input Type,Interface,Number of Inputs,Number of Outputs,Operating Temperature,Output Type,Protocol,Qualification,Series,Standards,Voltage - Supply
DS90CR483VJDX,National Semiconductor,"8 FUNC, 8 DRIVER, PQFP100",pmic-power-management-specialized,975,14.96,100-TQFP,Surface Mount,Active,https://rocelec.widen.net/view/pdf/pbdfgsagb6/NATLS18088-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/DS90CR483VJDX/12615829,,5.38Gbps,,Serializer,Automotive,CMOS/TTL,,48,8,-10°C ~ 70°C (TA),LVDS,,AEC-Q100,,,3V ~ 3.6V
DS90CR483VJDX/NOPB,Texas Instruments,IC SERIALIZER 48BIT 100-TQFP,pmic-power-management-specialized,1308,26.87,100-TQFP,Surface Mount,Not For New Designs,,https://www.digikey.com/en/products/detail/texas-instruments/DS90CR483VJDX-NOPB/366661,,5.38Gbps,,Serializer,Automotive,CMOS/TTL,,48,8,-10°C ~ 70°C (TA),LVDS,,AEC-Q100,,,3V ~ 3.6V
DS90CR484AVJD/NOPB,Texas Instruments,IC DESERIALIZER 48BIT 100TQFP,pmic-power-management-specialized,0,18.23822,100-TQFP,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90CR484AVJD-NOPB/1852024,,5.38Gbps,,Deserializer,Automotive,LVDS,,8,48,-10°C ~ 70°C (TA),"CMOS, TTL",,AEC-Q100,,,3V ~ 3.6V
DS90CR484AVJDX/NOPB,Texas Instruments,IC DESERIALIZER 48BIT 100TQFP,pmic-power-management-specialized,0,15.19826,100-TQFP,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90CR484AVJDX-NOPB/1851245,,5.38Gbps,,Deserializer,Automotive,LVDS,,8,48,-10°C ~ 70°C (TA),"CMOS, TTL",,AEC-Q100,,,3V ~ 3.6V
DS90CR484VJD/NOPB,National Semiconductor,DS90CR484 48-BIT CHANNEL LINK DE,pmic-power-management-specialized,64,22.13,100-TQFP,Surface Mount,Active,https://rocelec.widen.net/view/pdf/uewf0bgh1w/ds90cr483.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/DS90CR484VJD-NOPB/15646717,,5.38Gbps,,Deserializer,,LVDS,,8,48,-10°C ~ 70°C,"CMOS, TTL",,,,,3V ~ 3.6V
DS90CR484VJDX/NOPB,Texas Instruments,IC DESERIALIZER 48BIT 100-TQFP,pmic-power-management-specialized,0,15.52936,100-TQFP,Surface Mount,Not For New Designs,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/4113/DS90CR484.pdf,https://www.digikey.com/en/products/detail/texas-instruments/DS90CR484VJDX-NOPB/366663,,5.38Gbps,,Deserializer,Automotive,LVDS,,8,48,-10°C ~ 70°C (TA),"CMOS, TTL",,AEC-Q100,,,3V ~ 3.6V
DS90CR485VS/NOPB,Texas Instruments,IC SERIALIZER 48BIT 100-TQFP,pmic-power-management-specialized,31,27.45,100-TQFP,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1/DS90CR485.pdf,https://www.digikey.com/en/products/detail/texas-instruments/DS90CR485VS-NOPB/562243,,6.384Gbps,,Serializer,,"LVCMOS, LVTTL",,48,8,-10°C ~ 70°C (TA),LVDS,,,µSerDes™,,2.37V ~ 3.46V
DS90CR485VSX/NOPB,Texas Instruments,IC SERIALIZER 48BIT 100-TQFP,pmic-power-management-specialized,0,11.58946,100-TQFP,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1/DS90CR485.pdf,https://www.digikey.com/en/products/detail/texas-instruments/DS90CR485VSX-NOPB/567030,,6.384Gbps,,Serializer,,"LVCMOS, LVTTL",,48,8,-10°C ~ 70°C (TA),LVDS,,,µSerDes™,,2.37V ~ 3.46V
DS90CR486VS/NOPB,Texas Instruments,IC DESERIALIZER 48BIT 100-TQFP,pmic-power-management-specialized,75,26.65,100-TQFP,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90CR486VS-NOPB/562244,,6.384Gbps,,Deserializer,,LVDS,,8,48,-10°C ~ 70°C (TA),"LVCMOS, LVTTL",,,µSerDes™,,3.14V ~ 3.46V
DS90CR486VSX/NOPB,Texas Instruments,IC DESERIALIZER 48BIT 100-TQFP,pmic-power-management-specialized,0,15.9082,100-TQFP,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90CR486VSX-NOPB/1870846,,6.384Gbps,,Deserializer,,LVDS,,8,48,-10°C ~ 70°C (TA),"LVCMOS, LVTTL",,,µSerDes™,,3.14V ~ 3.46V
DS90UA101TRTVJQ1,Texas Instruments,IC SER/DESER 10-50MHZ 8B 32WQFN,pmic-power-management-specialized,0,8.28982,32-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UA101TRTVJQ1/6571793,,600Mbps,,Serializer,Automotive,LVCMOS,,4,1,-40°C ~ 105°C (TA),"FPD-Link III, LVDS",,AEC-Q100,,,1.71V ~ 1.89V
DS90UA101TRTVRQ1,Texas Instruments,IC SER/DESER 10-50MHZ 8B 32-WQFN,pmic-power-management-specialized,0,9.69584,32-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UA101TRTVRQ1/4430529,,600Mbps,,Serializer,Automotive,LVCMOS,,4,1,-40°C ~ 105°C (TA),"FPD-Link III, LVDS",,AEC-Q100,,,1.71V ~ 1.89V
DS90UA101TRTVTQ1,Texas Instruments,IC SER/DESER 10-50MHZ 8B 32WQFN,pmic-power-management-specialized,0,9.69584,32-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UA101TRTVTQ1/6571794,,600Mbps,,Serializer,Automotive,LVCMOS,,4,1,-40°C ~ 105°C (TA),"FPD-Link III, LVDS",,AEC-Q100,,,1.71V ~ 1.89V
DS90UA102TRHSJQ1,Texas Instruments,IC SER/DESER 10-50MHZ 8B 48WQFN,pmic-power-management-specialized,0,8.28982,48-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UA102TRHSJQ1/6571795,,600Mbps,,Deserializer,Automotive,"FPD-Link III, LVDS",,1,4,-40°C ~ 105°C (TA),LVCMOS,,AEC-Q100,,,1.71V ~ 1.89V
DS90UA102TRHSRQ1,Texas Instruments,IC SER/DESER 10-50MHZ 8B 48-WQFN,pmic-power-management-specialized,0,9.69584,48-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UA102TRHSRQ1/4430530,,600Mbps,,Deserializer,Automotive,"FPD-Link III, LVDS",,1,4,-40°C ~ 105°C (TA),LVCMOS,,AEC-Q100,,,1.71V ~ 1.89V
DS90UA102TRHSTQ1,Texas Instruments,IC SER/DESER 10-50MHZ 8B 48WQFN,pmic-power-management-specialized,0,9.69584,48-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UA102TRHSTQ1/6571796,,600Mbps,,Deserializer,Automotive,"FPD-Link III, LVDS",,1,4,-40°C ~ 105°C (TA),LVCMOS,,AEC-Q100,,,1.71V ~ 1.89V
DS90UB633ARTVRQ1,Texas Instruments,IC INTERFACE,pmic-power-management-specialized,0,5.17286,32-WFQFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/ds90ub633a-q1.pdf,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB633ARTVRQ1/15856849,,1.87Gbps,,Serializer/Deserializer,Automotive,"CML, LVCMOS",,12,1,-40°C ~ 105°C (TA),"CML, LVCMOS",,AEC-Q100,,,1.71V ~ 1.89V
DS90UB633ARTVTQ1,Texas Instruments,COST DIFFERENTIATED ADAS 1M PIXE,pmic-power-management-specialized,250,5.68688,32-WFQFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/ds90ub633a-q1.pdf,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB633ARTVTQ1/13562977,,1.87Gbps,,Serializer/Deserializer,Automotive,"CML, LVCMOS",,12,2,-40°C ~ 105°C (TA),"CML, LVCMOS",,AEC-Q100,,,1.71V ~ 1.89V
DS90UB635TRHBRQ1,Texas Instruments,AUTOMOTIVE 4.16-GBPS FPD-LINK II,pmic-power-management-specialized,2613,8.85,-,-,Active,https://www.ti.com/lit/ds/symlink/ds90ub635-q1.pdf?ts=1695143951640&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FDS90UB635-Q1,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB635TRHBRQ1/18187761,,,,,,,,,,,,,,*,,
DS90UB635TRHBTQ1,Texas Instruments,AUTOMOTIVE 4.16-GBPS FPD-LINK II,pmic-power-management-specialized,260,10.44,-,-,Active,https://www.ti.com/lit/ds/symlink/ds90ub635-q1.pdf,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB635TRHBTQ1/18187755,,,,,,,,,,,,,,*,,
DS90UB638TRGZRQ1,Texas Instruments,4.16-GBPS SINGLE INPUT DESERIALI,pmic-power-management-specialized,0,7.69538,48-VFQFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/ds90ub638-q1.pdf?ts=1698681577255&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FDS90UB638-Q1,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB638TRGZRQ1/21298736,,4.16Gbps,,Deserializer,Automotive,FPD-Link III,,1,6,-40°C ~ 105°C (TA),"CSI-2, MIPI",,AEC-Q100,,,"1.045V ~ 1.155V, 1.71V ~ 1.89V"
DS90UB638TRGZTQ1,Texas Instruments,4.16-GBPS SINGLE INPUT DESERIALI,pmic-power-management-specialized,0,9.23384,48-VFQFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/ds90ub638-q1.pdf?ts=1698681577255&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FDS90UB638-Q1,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB638TRGZTQ1/21298694,,4.16Gbps,,Deserializer,Automotive,FPD-Link III,,1,6,-40°C ~ 105°C (TA),"CSI-2, MIPI",,AEC-Q100,,,"1.045V ~ 1.155V, 1.71V ~ 1.89V"
DS90UB662WRTDRQ1,Texas Instruments,IC INTERFACE,pmic-power-management-specialized,0,10.99406,64-VFQFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/ds90ub662-q1.pdf,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB662WRTDRQ1/15856578,,3Gbps,,Deserializer,Automotive,"FPD-Link III, LVDS",,4,4,-40°C ~ 105°C (TA),"CSI-2, MIPI",,AEC-Q100,,,"1.045V ~ 1.155V, 1.71V ~ 1.89V"
DS90UB662WRTDTQ1,Texas Instruments,LOW-COST QUAD 2 MP CAMERA HUB FP,pmic-power-management-specialized,253,18.41,64-VFQFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/ds90ub662-q1.pdf,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB662WRTDTQ1/13566843,,3Gbps,,Deserializer,Automotive,"FPD-Link III, LVDS",,4,4,-40°C ~ 105°C (TA),"CSI-2, MIPI",,AEC-Q100,,,"1.045V ~ 1.155V, 1.71V ~ 1.89V"
DS90UB901QSQ/NOPB,Texas Instruments,IC SER/DESER 10-43MHZ 16B 32WQFN,pmic-power-management-specialized,0,8.5855,32-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB901QSQ-NOPB/2508287,,688Mbps,,Serializer,Automotive,LVCMOS,,14,1,-40°C ~ 105°C (TA),"FPD-Link III, LVDS",,AEC-Q100,,,"1.71V ~ 1.89V, 3V ~ 3.6V"
DS90UB901QSQE/NOPB,Texas Instruments,IC SER/DESER 10-43MHZ 16B 32WQFN,pmic-power-management-specialized,0,8.58552,32-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB901QSQE-NOPB/2504249,,688Mbps,,Serializer,Automotive,LVCMOS,,14,1,-40°C ~ 105°C (TA),"FPD-Link III, LVDS",,AEC-Q100,,,"1.71V ~ 1.89V, 3V ~ 3.6V"
DS90UB901QSQX/NOPB,National Semiconductor,DS90UB901Q-Q1 10 - 43MHZ 14 BIT,pmic-power-management-specialized,4876,7.13,32-WFQFN Exposed Pad,Surface Mount,Active,https://rocelec.widen.net/view/pdf/jaybdikcpn/NATLS27680-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/DS90UB901QSQX-NOPB/13446964,,688Mbps,,Serializer,Automotive,LVCMOS,,14,1,-40°C ~ 105°C (TA),"FPD-Link III, LVDS",,AEC-Q100,,,"1.71V ~ 1.89V, 3V ~ 3.6V"
DS90UB902QSQ/NOPB,Texas Instruments,IC SER/DESER 10-43MHZ 16B 40WQFN,pmic-power-management-specialized,0,8.5855,40-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB902QSQ-NOPB/2508286,,688Mbps,,Deserializer,Automotive,"FPD-Link III, LVDS",,1,14,-40°C ~ 105°C (TA),LVCMOS,,AEC-Q100,,,"1.71V ~ 1.89V, 3V ~ 3.6V"
DS90UB902QSQE/NOPB,Texas Instruments,IC SER/DESER 10-43MHZ 16B 40WQFN,pmic-power-management-specialized,432,12.74,40-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB902QSQE-NOPB/2504250,,688Mbps,,Deserializer,Automotive,"FPD-Link III, LVDS",,1,14,-40°C ~ 105°C (TA),LVCMOS,,AEC-Q100,,,"1.71V ~ 1.89V, 3V ~ 3.6V"
DS90UB902QSQX/NOPB,Texas Instruments,IC SER/DESER 10-43MHZ 16B 40WQFN,pmic-power-management-specialized,0,7.34118,40-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB902QSQX-NOPB/2508288,,688Mbps,,Deserializer,Automotive,"FPD-Link III, LVDS",,1,14,-40°C ~ 105°C (TA),LVCMOS,,AEC-Q100,,,"1.71V ~ 1.89V, 3V ~ 3.6V"
DS90UB903QSQ/NOPB,National Semiconductor,DS90UB903Q-Q1 10 - 43MHZ 18 BIT,pmic-power-management-specialized,3980,8.35,40-WFQFN Exposed Pad,Surface Mount,Active,https://rocelec.widen.net/view/pdf/ryhxmlspzx/ds90ub903q-q1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/DS90UB903QSQ-NOPB/13431773,,900Mbps,,Serializer,Automotive,LVCMOS,,21,1,-40°C ~ 105°C (TA),"FPD-Link III, LVDS",,AEC-Q100,,,"1.71V ~ 1.89V, 3V ~ 3.6V"
DS90UB903QSQE/NOPB,Texas Instruments,IC SER/DESER 10-43MHZ 18B 40WQFN,pmic-power-management-specialized,476,12.74,40-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB903QSQE-NOPB/2504251,,900Mbps,,Serializer,Automotive,LVCMOS,,21,1,-40°C ~ 105°C (TA),"FPD-Link III, LVDS",,AEC-Q100,,,"1.71V ~ 1.89V, 3V ~ 3.6V"
DS90UB903QSQX/NOPB,National Semiconductor,LINE DRIVER,pmic-power-management-specialized,37337,7.13,40-WFQFN Exposed Pad,Surface Mount,Active,https://rocelec.widen.net/view/pdf/ryhxmlspzx/ds90ub903q-q1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/DS90UB903QSQX-NOPB/12599027,,900Mbps,,Serializer,Automotive,LVCMOS,,21,1,-40°C ~ 105°C,"FPD-Link III, LVDS",,AEC-Q100,,,"1.71V ~ 1.89V, 3V ~ 3.6V"
DS90UB904QSQ/NOPB,National Semiconductor,LINE RECEIVER,pmic-power-management-specialized,34410,8.35,48-WFQFN Exposed Pad,Surface Mount,Active,https://rocelec.widen.net/view/pdf/ryhxmlspzx/ds90ub903q-q1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/DS90UB904QSQ-NOPB/12599039,,900Mbps,,Deserializer,Automotive,"FPD-Link III, LVDS",,1,21,-40°C ~ 105°C (TA),LVCMOS,,AEC-Q100,,,"1.71V ~ 1.89V, 3V ~ 3.6V"
DS90UB904QSQE/NOPB,Texas Instruments,IC SER/DESER 10-43MHZ 18B 48WQFN,pmic-power-management-specialized,30,12.74,48-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB904QSQE-NOPB/2504252,,900Mbps,,Deserializer,Automotive,"FPD-Link III, LVDS",,1,21,-40°C ~ 105°C (TA),LVCMOS,,AEC-Q100,,,"1.71V ~ 1.89V, 3V ~ 3.6V"
DS90UB904QSQX/NOPB,National Semiconductor,LINE RECEIVER,pmic-power-management-specialized,14867,7.13,48-WFQFN Exposed Pad,Surface Mount,Active,https://rocelec.widen.net/view/pdf/ryhxmlspzx/ds90ub903q-q1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/DS90UB904QSQX-NOPB/12617089,,900Mbps,,Deserializer,Automotive,"FPD-Link III, LVDS",,1,21,-40°C ~ 105°C (TA),LVCMOS,,AEC-Q100,,,"1.71V ~ 1.89V, 3V ~ 3.6V"
DS90UB913ATRTVJQ1,Texas Instruments,IC SER/DES 10-100MHZ FPD 32WQFN,pmic-power-management-specialized,770,10.36,32-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB913ATRTVJQ1/4288533,,1.4Gbps,,Serializer,Automotive,LVCMOS,,12,1,-40°C ~ 105°C (TA),"FPD-Link III, LVDS",,AEC-Q100,,,"1.71V ~ 1.89V, 3V ~ 3.6V"
DS90UB913ATRTVRQ1,Texas Instruments,IC SER/DES 10-100MHZ FPD 32WQFN,pmic-power-management-specialized,1454,11.94,32-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB913ATRTVRQ1/4288534,,1.4Gbps,,Serializer,Automotive,LVCMOS,,12,1,-40°C ~ 105°C (TA),"FPD-Link III, LVDS",,AEC-Q100,,,"1.71V ~ 1.89V, 3V ~ 3.6V"
DS90UB913ATRTVTQ1,Texas Instruments,IC SER/DES 10-100MHZ FPD 32WQFN,pmic-power-management-specialized,2688,11.94,32-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB913ATRTVTQ1/4234549,,1.4Gbps,,Serializer,Automotive,LVCMOS,,12,1,-40°C ~ 105°C (TA),"FPD-Link III, LVDS",,AEC-Q100,,,"1.71V ~ 1.89V, 3V ~ 3.6V"
DS90UB913QSQ/NOPB,Texas Instruments,IC SER/DES 10-100MHZ FPD 32WQFN,pmic-power-management-specialized,3836,13.75,32-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB913QSQ-NOPB/3902605,,1.4Gbps,,Serializer,Automotive,LVCMOS,,12,1,-40°C ~ 105°C (TA),"FPD-Link III, LVDS",,AEC-Q100,,,"1.71V ~ 1.89V, 3V ~ 3.6V"
DS90UB913QSQE/NOPB,Texas Instruments,IC SER/DES 10-100MHZ FPD 32WQFN,pmic-power-management-specialized,248,13.75,32-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB913QSQE-NOPB/3727223,,1.4Gbps,,Serializer,Automotive,LVCMOS,,12,1,-40°C ~ 105°C (TA),"FPD-Link III, LVDS",,AEC-Q100,,,"1.71V ~ 1.89V, 3V ~ 3.6V"
DS90UB913QSQX/NOPB,Texas Instruments,IC SER/DES 10-100MHZ FPD 32WQFN,pmic-power-management-specialized,0,7.97874,32-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB913QSQX-NOPB/3902606,,1.4Gbps,,Serializer,Automotive,LVCMOS,,12,1,-40°C ~ 105°C (TA),"FPD-Link III, LVDS",,AEC-Q100,,,"1.71V ~ 1.89V, 3V ~ 3.6V"
DS90UB914ATRHSJQ1,Texas Instruments,IC SER/DES 25-100MHZ FPD 48WQFN,pmic-power-management-specialized,4599,10.36,48-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB914ATRHSJQ1/4288536,,1.4Gbps,,Deserializer,Automotive,"FPD-Link III, LVDS",,1,12,-40°C ~ 105°C (TA),LVCMOS,,AEC-Q100,,,1.71V ~ 3.6V
DS90UB914ATRHSRQ1,Texas Instruments,IC SER/DES 25-100MHZ FPD 48WQFN,pmic-power-management-specialized,1874,11.94,48-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB914ATRHSRQ1/4288537,,1.4Gbps,,Deserializer,Automotive,"FPD-Link III, LVDS",,1,12,-40°C ~ 105°C (TA),LVCMOS,,AEC-Q100,,,1.71V ~ 3.6V
DS90UB914ATRHSTQ1,Texas Instruments,IC SER/DES 25-100MHZ FPD 48WQFN,pmic-power-management-specialized,1597,11.94,48-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB914ATRHSTQ1/4234550,,1.4Gbps,,Deserializer,Automotive,"FPD-Link III, LVDS",,1,12,-40°C ~ 105°C (TA),LVCMOS,,AEC-Q100,,,1.71V ~ 3.6V
DS90UB914QSQ/NOPB,Texas Instruments,IC SER/DES 10-100MHZ FPD 48WQFN,pmic-power-management-specialized,4347,13.75,48-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB914QSQ-NOPB/3727207,,1.4Gbps,,Deserializer,Automotive,"FPD-Link III, LVDS",,1,12,-40°C ~ 105°C (TA),LVCMOS,,AEC-Q100,,,"1.71V ~ 1.89V, 3V ~ 3.6V"
DS90UB914QSQE/NOPB,Texas Instruments,IC SER/DES 10-100MHZ FPD 48WQFN,pmic-power-management-specialized,1237,13.75,48-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB914QSQE-NOPB/3768468,,1.4Gbps,,Deserializer,Automotive,"FPD-Link III, LVDS",,1,12,-40°C ~ 105°C (TA),LVCMOS,,AEC-Q100,,,"1.71V ~ 1.89V, 3V ~ 3.6V"
DS90UB914QSQX/NOPB,Texas Instruments,IC SER/DES 10-100MHZ FPD 48WQFN,pmic-power-management-specialized,0,7.97874,48-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB914QSQX-NOPB/3902607,,1.4Gbps,,Deserializer,Automotive,"FPD-Link III, LVDS",,1,12,-40°C ~ 105°C (TA),LVCMOS,,AEC-Q100,,,"1.71V ~ 1.89V, 3V ~ 3.6V"
DS90UB921TRHSRQ1,Texas Instruments,IC SERIALIZER 720P 48WQFN,pmic-power-management-specialized,1930,16.61,48-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB921TRHSRQ1/5994582,,3.36Gbps,,Serializer,Automotive,LVCMOS,,24,1,-40°C ~ 105°C (TA),"FPD-Link III, LVDS",,AEC-Q100,,,3V ~ 3.6V
DS90UB921TRHSTQ1,Texas Instruments,IC SERIALIZER 720P 48WQFN,pmic-power-management-specialized,975,19.62,48-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB921TRHSTQ1/5979960,,3.36Gbps,,Serializer,Automotive,LVCMOS,,24,1,-40°C ~ 105°C (TA),"FPD-Link III, LVDS",,AEC-Q100,,,3V ~ 3.6V
DS90UB924TRHSRQ1,Texas Instruments,IC SERIALIZER 720P 48WQFN,pmic-power-management-specialized,0,16.61,48-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB924TRHSRQ1/6571797,,,,Deserializer,Automotive,LVCMOS,,4,4,-40°C ~ 105°C (TA),LVDS,,AEC-Q100,,,3V ~ 3.6V
DS90UB924TRHSTQ1,Texas Instruments,IC SERIALIZER 720P 48WQFN,pmic-power-management-specialized,167,19.62,48-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB924TRHSTQ1/6023545,,,,Deserializer,Automotive,LVCMOS,,4,4,-40°C ~ 105°C (TA),LVDS,,AEC-Q100,,,3V ~ 3.6V
DS90UB925QSQ/NOPB,Texas Instruments,IC SERIALIZER FPD LINK11 48WQFN,pmic-power-management-specialized,2357,17.37,48-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB925QSQ-NOPB/3902684,,2.975Gbps,,Serializer,Automotive,LVCMOS,,24,1,-40°C ~ 105°C (TA),"FPD-Link III, LVDS",,AEC-Q100,,,"1.71V ~ 1.89V, 3V ~ 3.6V"
DS90UB925QSQE/NOPB,Texas Instruments,IC SERIALIZER FPD LINK11 48WQFN,pmic-power-management-specialized,2210,17.37,48-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB925QSQE-NOPB/3727224,,2.975Gbps,,Serializer,Automotive,LVCMOS,,24,1,-40°C ~ 105°C (TA),"FPD-Link III, LVDS",,AEC-Q100,,,"1.71V ~ 1.89V, 3V ~ 3.6V"
DS90UB925QSQX/NOPB,Texas Instruments,IC SERIALIZER FPD LINK11 48WQFN,pmic-power-management-specialized,4029,15.06,48-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB925QSQX-NOPB/3902685,,2.975Gbps,,Serializer,Automotive,LVCMOS,,24,1,-40°C ~ 105°C (TA),"FPD-Link III, LVDS",,AEC-Q100,,,"1.71V ~ 1.89V, 3V ~ 3.6V"
DS90UB926QSQ/NOPB,Texas Instruments,IC DESERLIZR FPD LINKIII 60WQFN,pmic-power-management-specialized,2717,17.37,60-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB926QSQ-NOPB/3902686,,2.975Gbps,,Deserializer,Automotive,"FPD-Link III, LVDS",,1,24,-40°C ~ 105°C (TA),LVCMOS,,AEC-Q100,,,"1.71V ~ 1.89V, 3V ~ 3.6V"
DS90UB926QSQE/NOPB,Texas Instruments,IC DESERLIZR FPD LINKIII 60WQFN,pmic-power-management-specialized,560,17.37,60-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB926QSQE-NOPB/3789680,,2.975Gbps,,Deserializer,Automotive,"FPD-Link III, LVDS",,1,24,-40°C ~ 105°C (TA),LVCMOS,,AEC-Q100,,,"1.71V ~ 1.89V, 3V ~ 3.6V"
DS90UB926QSQX/NOPB,Texas Instruments,IC DESERLIZR FPD LINKIII 60WQFN,pmic-power-management-specialized,2973,15.06,60-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/DS90UB926QSQX-NOPB/3902687,,2.975Gbps,,Deserializer,Automotive,"FPD-Link III, LVDS",,1,24,-40°C ~ 105°C (TA),LVCMOS,,AEC-Q100,,,"1.71V ~ 1.89V, 3V ~ 3.6V"
