MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Grade,Logic Type,Number of Bits,Operating Temperature,Qualification,Series,Supply Voltage
MC100EP16VCDTG,onsemi,IC DIFFERENT RX/DRVR 8-TSSOP,clock-timing-programmable-timers-oscillators,0,4.93,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,https://www.onsemi.com/pdf/datasheet/mc100ep16vc-d.pdf,https://www.digikey.com/en/products/detail/onsemi/MC100EP16VCDTG/920680,,Differential Receiver/Driver,,-40°C ~ 85°C,,100EP,3V ~ 5.5V
MC100EP16VCDTR2,onsemi,IC DIFFERENT RX/DRVR 8-TSSOP,clock-timing-programmable-timers-oscillators,0,2.49,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,https://www.onsemi.com/pdf/datasheet/mc100ep16vc-d.pdf,https://www.digikey.com/en/products/detail/onsemi/MC100EP16VCDTR2/1477570,,Differential Receiver/Driver,,-40°C ~ 85°C,,100EP,3V ~ 5.5V
MC100EP16VCDTR2G,onsemi,IC DIFFERENT RX/DRVR 8-TSSOP,clock-timing-programmable-timers-oscillators,0,2.87,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,https://www.onsemi.com/pdf/datasheet/mc100ep16vc-d.pdf,https://www.digikey.com/en/products/detail/onsemi/MC100EP16VCDTR2G/1477571,,Differential Receiver/Driver,,-40°C ~ 85°C,,100EP,3V ~ 5.5V
MC100EP16VCMNR4G,onsemi,IC DIFFERENTIAL RX/DVR 8-DFN,clock-timing-programmable-timers-oscillators,0,4.93,8-VFDFN Exposed Pad,Surface Mount,Obsolete,https://www.onsemi.com/pdf/datasheet/mc100ep16vc-d.pdf,https://www.digikey.com/en/products/detail/onsemi/MC100EP16VCMNR4G/2003306,,Differential Receiver/Driver,,-40°C ~ 85°C,,100EP,3V ~ 5.5V
MC100EP16VSD,onsemi,IC DIFFERENTIAL RX/DVR 8-SOIC,clock-timing-programmable-timers-oscillators,8752,2.49,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/9/MC100EP16VS-D.pdf,https://www.digikey.com/en/products/detail/onsemi/MC100EP16VSD/11508995,,Differential Receiver/Driver,,-40°C ~ 85°C,,100EP,3V ~ 5.5V
MC100EP16VSDG,onsemi,IC DIFFERENTIAL RX/DVR 8-SOIC,clock-timing-programmable-timers-oscillators,0,4.44,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/9/MC100EP16VS-D.pdf,https://www.digikey.com/en/products/detail/onsemi/MC100EP16VSDG/920681,,Differential Receiver/Driver,,-40°C ~ 85°C,,100EP,3V ~ 5.5V
MC100EP16VSDT,onsemi,IC DIFFERENT RX/DRVR 8-TSSOP,clock-timing-programmable-timers-oscillators,0,2.23,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/9/MC100EP16VS-D.pdf,https://www.digikey.com/en/products/detail/onsemi/MC100EP16VSDT/662306,,Differential Receiver/Driver,,-40°C ~ 85°C,,100EP,3V ~ 5.5V
MC100EP16VSDTG,onsemi,IC DIFFERENT RX/DRVR 8-TSSOP,clock-timing-programmable-timers-oscillators,0,4.44,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/9/MC100EP16VS-D.pdf,https://www.digikey.com/en/products/detail/onsemi/MC100EP16VSDTG/920682,,Differential Receiver/Driver,,-40°C ~ 85°C,,100EP,3V ~ 5.5V
MC100EP16VSDTR2G,onsemi,IC DIFFERENT RX/DRVR 8-TSSOP,clock-timing-programmable-timers-oscillators,0,4.44,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/9/MC100EP16VS-D.pdf,https://www.digikey.com/en/products/detail/onsemi/MC100EP16VSDTR2G/1477575,,Differential Receiver/Driver,,-40°C ~ 85°C,,100EP,3V ~ 5.5V
MC100EP16VTD,onsemi,IC DIFFERENTIAL RX/DVR 8-SOIC,clock-timing-programmable-timers-oscillators,0,3.69,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/826/MC100EP16VT.pdf,https://www.digikey.com/en/products/detail/onsemi/MC100EP16VTD/662307,,Differential Receiver/Driver,,-40°C ~ 85°C,,100EP,3V ~ 5.5V
MC100EP16VTDR2,onsemi,IC DIFFERENTIAL RX/DVR 8-SOIC,clock-timing-programmable-timers-oscillators,0,0.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/826/MC100EP16VT.pdf,https://www.digikey.com/en/products/detail/onsemi/MC100EP16VTDR2/643648,,Differential Receiver/Driver,,-40°C ~ 85°C,,100EP,3V ~ 5.5V
MC100EP16VTDR2G,onsemi,IC DIFFERENTIAL RX/DVR 8-SOIC,clock-timing-programmable-timers-oscillators,0,7.38,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/826/MC100EP16VT.pdf,https://www.digikey.com/en/products/detail/onsemi/MC100EP16VTDR2G/918708,,Differential Receiver/Driver,,-40°C ~ 85°C,,100EP,3V ~ 5.5V
MC100EP16VTDT,onsemi,IC DIFFERENT RX/DRVR 8-TSSOP,clock-timing-programmable-timers-oscillators,0,3.69,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/826/MC100EP16VT.pdf,https://www.digikey.com/en/products/detail/onsemi/MC100EP16VTDT/662300,,Differential Receiver/Driver,,-40°C ~ 85°C,,100EP,3V ~ 5.5V
MC100EP16VTDTG,onsemi,IC DIFFERENT RX/DRVR 8-TSSOP,clock-timing-programmable-timers-oscillators,0,7.38,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/826/MC100EP16VT.pdf,https://www.digikey.com/en/products/detail/onsemi/MC100EP16VTDTG/920684,,Differential Receiver/Driver,,-40°C ~ 85°C,,100EP,3V ~ 5.5V
